,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
6/27/2024,"1,229.3","1,196.9","1,150.0","1,120.4","1,117.0","1,167.1","1,223.7","1,355.9","1,479.9","1,550.9","1,591.1","1,632.3","1,608.3","1,608.8","1,600.8","1,593.8","1,530.4","1,434.6","1,461.4","1,469.1","1,447.9","1,428.6","1,380.7","1,325.7"
6/28/2024,"1,250.6","1,212.1","1,180.6","1,157.3","1,145.4","1,189.8","1,237.7","1,403.2","1,505.2","1,561.6","1,610.4","1,638.7","1,649.7","1,705.6","1,694.1","1,685.0","1,618.7","1,535.0","1,557.1","1,551.7","1,536.7","1,508.4","1,470.4","1,389.9"
6/29/2024,"1,336.1","1,273.9","1,231.1","1,196.9","1,188.3","1,177.8","1,162.2","1,253.3","1,338.7","1,382.4","1,449.4","1,468.3","1,478.0","1,494.4","1,509.2","1,538.6","1,507.1","1,468.8","1,497.7","1,519.9","1,506.8","1,442.5","1,387.9","1,353.7"
6/30/2024,"1,274.9","1,221.7","1,180.9","1,150.1","1,132.9","1,120.4","1,081.8","1,101.1","1,175.7","1,223.2","1,278.5","1,332.8","1,373.6","1,388.8","1,397.9","1,394.4","1,371.5","1,359.0","1,420.7","1,449.8","1,443.5","1,444.6","1,437.6","1,380.9"
7/1/2024,"1,330.9","1,277.0","1,235.3","1,207.3","1,162.5","1,145.8","1,142.8","1,222.4","1,280.3","1,356.2","1,382.4","1,403.0","1,388.6","1,382.6","1,364.7","1,353.0","1,321.9","1,309.6","1,385.0","1,410.4","1,400.9","1,395.3","1,363.4","1,303.6"
7/2/2024,"1,234.5","1,180.6","1,136.9","1,125.9","1,118.3","1,166.0","1,218.3","1,414.9","1,509.9","1,584.4","1,649.1","1,671.0","1,696.7","1,721.5","1,763.5","1,755.8","1,697.2","1,558.1","1,574.7","1,579.1","1,569.2","1,541.4","1,483.9","1,417.3"
7/3/2024,"1,333.9","1,271.7","1,228.3","1,192.9","1,170.2","1,198.9","1,221.9","1,405.1","1,483.6","1,541.0","1,576.2","1,601.8","1,630.7","1,667.9","1,714.4","1,698.1","1,666.8","1,597.7","1,587.3","1,601.3","1,573.4","1,557.1","1,518.5","1,433.6"
7/4/2024,"1,355.9","1,301.5","1,263.2","1,226.0","1,196.9","1,232.4","1,248.4","1,419.9","1,515.7","1,580.6","1,650.7","1,677.1","1,690.9","1,725.0","1,749.3","1,754.5","1,709.1","1,610.0","1,621.5","1,625.8","1,597.7","1,564.3","1,478.1","1,413.5"
7/5/2024,"1,348.4","1,288.1","1,236.2","1,200.9","1,183.8","1,210.5","1,266.6","1,407.0","1,475.1","1,506.1","1,536.9","1,539.1","1,512.8","1,552.5","1,553.9","1,547.7","1,473.8","1,405.9","1,449.4","1,459.4","1,428.9","1,412.7","1,362.2","1,303.8"
7/6/2024,"1,250.6","1,251.9","1,203.1","1,161.1","1,153.6","1,151.5","1,179.9","1,259.9","1,342.6","1,396.1","1,446.9","1,460.9","1,453.4","1,474.8","1,477.5","1,476.9","1,481.7","1,474.6","1,500.9","1,511.6","1,489.6","1,474.1","1,430.7","1,380.3"
7/7/2024,"1,321.4","1,277.8","1,237.1","1,207.0","1,185.8","1,162.8","1,122.4","1,144.0","1,194.1","1,234.8","1,269.4","1,302.6","1,342.5","1,394.8","1,426.7","1,440.6","1,417.2","1,391.0","1,446.2","1,472.4","1,490.1","1,495.2","1,454.9","1,403.1"
7/8/2024,"1,347.1","1,277.3","1,229.5","1,207.4","1,188.7","1,233.4","1,263.3","1,423.0","1,539.0","1,606.0","1,666.4","1,700.8","1,725.9","1,759.3","1,786.5","1,751.4","1,636.6","1,512.8","1,526.5","1,557.0","1,568.5","1,548.5","1,489.5","1,399.1"
7/9/2024,"1,339.4","1,279.9","1,243.1","1,201.1","1,183.9","1,208.4","1,265.8","1,459.8","1,592.4","1,679.2","1,753.2","1,768.4","1,802.2","1,781.1","1,647.4","1,631.1","1,554.2","1,460.9","1,491.4","1,497.8","1,491.6","1,461.2","1,401.4","1,338.1"
7/10/2024,"1,268.9","1,240.3","1,197.7","1,172.6","1,152.5","1,203.6","1,258.8","1,439.3","1,519.0","1,601.5","1,645.4","1,667.8","1,699.9","1,755.9","1,792.3","1,787.9","1,672.5","1,550.8","1,588.0","1,581.2","1,553.0","1,529.6","1,471.4","1,409.1"
7/11/2024,"1,332.6","1,286.3","1,252.0","1,220.8","1,193.9","1,240.2","1,258.6","1,431.0","1,537.1","1,598.8","1,649.8","1,703.5","1,733.2","1,769.9","1,790.5","1,734.7","1,593.7","1,470.8","1,493.9","1,494.9","1,482.9","1,458.8","1,408.1","1,354.4"
7/12/2024,"1,290.7","1,250.9","1,217.1","1,182.9","1,164.0","1,206.2","1,244.2","1,429.2","1,521.6","1,604.6","1,667.5","1,705.2","1,714.4","1,728.8","1,755.6","1,747.9","1,671.0","1,550.3","1,583.9","1,594.5","1,569.6","1,541.9","1,495.7","1,435.7"
7/13/2024,"1,378.5","1,332.8","1,292.6","1,251.1","1,223.0","1,232.8","1,217.7","1,295.2","1,398.0","1,457.5","1,481.4","1,465.8","1,453.3","1,447.1","1,451.6","1,460.6","1,461.6","1,440.3","1,500.6","1,515.8","1,504.9","1,480.3","1,444.6","1,400.6"
7/14/2024,"1,347.0","1,299.0","1,263.7","1,236.3","1,202.5","1,192.3","1,136.4","1,158.3","1,226.8","1,283.6","1,325.0","1,396.9","1,419.9","1,454.1","1,430.6","1,419.7","1,409.1","1,375.0","1,404.8","1,447.6","1,448.5","1,447.0","1,416.8","1,371.5"
7/15/2024,"1,333.8","1,275.9","1,225.2","1,191.6","1,171.9","1,199.0","1,248.0","1,491.5","1,610.0","1,708.7","1,764.3","1,755.9","1,816.1","1,862.5","1,872.5","1,806.3","1,706.5","1,586.4","1,591.1","1,609.1","1,616.9","1,602.0","1,548.2","1,479.7"
7/16/2024,"1,395.4","1,341.9","1,290.2","1,252.2","1,220.1","1,236.6","1,292.5","1,492.3","1,606.9","1,684.9","1,750.4","1,764.6","1,758.8","1,814.1","1,807.2","1,749.8","1,704.3","1,580.9","1,620.4","1,630.8","1,622.3","1,603.6","1,552.9","1,478.4"
7/17/2024,"1,398.2","1,332.8","1,283.7","1,243.9","1,217.3","1,246.3","1,278.3","1,460.1","1,578.6","1,651.4","1,689.2","1,693.3","1,652.2","1,663.7","1,618.3","1,614.8","1,559.2","1,442.5","1,465.3","1,466.3","1,460.4","1,436.8","1,382.8","1,318.5"
7/18/2024,"1,260.2","1,214.8","1,171.2","1,147.6","1,138.2","1,187.8","1,207.6","1,378.3","1,495.9","1,547.5","1,589.8","1,591.0","1,634.3","1,665.4","1,677.0","1,654.7","1,586.6","1,490.4","1,483.2","1,495.0","1,478.4","1,456.4","1,406.2","1,343.3"
7/19/2024,"1,271.0","1,230.2","1,185.1","1,156.5","1,137.9","1,177.1","1,188.7","1,373.5","1,463.4","1,535.3","1,577.3","1,616.2","1,634.7","1,670.9","1,706.7","1,648.7","1,582.8","1,475.9","1,485.2","1,498.6","1,470.4","1,449.9","1,413.0","1,356.3"
7/20/2024,"1,284.7","1,232.0","1,185.0","1,138.0","1,131.0","1,148.9","1,140.4","1,229.3","1,352.3","1,413.4","1,496.3","1,532.7","1,528.4","1,533.4","1,534.6","1,544.8","1,507.3","1,490.3","1,524.1","1,544.8","1,521.8","1,504.5","1,453.3","1,398.1"
7/21/2024,"1,346.2","1,295.1","1,265.9","1,224.4","1,198.2","1,183.9","1,137.9","1,153.4","1,187.5","1,245.4","1,312.5","1,365.4","1,404.8","1,424.1","1,409.4","1,389.3","1,367.4","1,366.3","1,429.7","1,465.5","1,484.0","1,504.6","1,437.3","1,383.9"
7/22/2024,"1,307.9","1,238.8","1,203.9","1,179.5","1,164.8","1,204.0","1,281.1","1,460.6","1,569.3","1,667.3","1,705.0","1,725.8","1,739.5","1,777.5","1,771.0","1,710.6","1,642.4","1,521.5","1,532.7","1,545.9","1,535.2","1,513.5","1,468.4","1,374.8"
7/23/2024,"1,301.5","1,250.4","1,216.8","1,184.8","1,161.5","1,203.0","1,234.3","1,404.4","1,488.1","1,527.9","1,557.8","1,576.8","1,583.6","1,606.9","1,611.8","1,631.6","1,595.2","1,498.6","1,490.4","1,493.7","1,474.1","1,448.0","1,379.9","1,317.0"
7/24/2024,"1,274.5","1,236.2","1,224.2","1,199.0","1,179.7","1,205.9","1,238.0","1,429.8","1,489.4","1,599.3","1,650.4","1,646.2","1,698.9","1,749.3","1,778.8","1,762.0","1,735.3","1,600.8","1,537.5","1,540.6","1,534.9","1,519.8","1,458.2","1,388.2"
7/25/2024,"1,322.1","1,276.9","1,239.0","1,206.6","1,172.4","1,209.0","1,245.7","1,410.8","1,529.3","1,633.8","1,697.8","1,715.0","1,775.7","1,786.9","1,719.1","1,627.9","1,554.3","1,444.4","1,448.8","1,456.2","1,444.5","1,417.7","1,375.8","1,312.0"
7/26/2024,"1,258.4","1,191.7","1,157.9","1,125.3","1,126.8","1,170.9","1,188.5","1,383.2","1,464.9","1,531.0","1,579.3","1,603.0","1,612.7","1,679.5","1,711.4","1,701.9","1,640.5","1,533.1","1,553.9","1,551.9","1,519.0","1,502.5","1,453.1","1,412.1"
7/27/2024,"1,350.7","1,308.1","1,256.7","1,226.5","1,201.4","1,188.2","1,206.5","1,271.4","1,354.3","1,393.8","1,412.6","1,395.9","1,390.6","1,402.4","1,411.1","1,405.1","1,383.3","1,366.0","1,435.4","1,449.0","1,429.5","1,387.9","1,351.0","1,304.6"
7/28/2024,"1,255.2","1,211.4","1,176.6","1,149.2","1,114.6","1,109.0","1,070.0","1,104.7","1,174.9","1,212.4","1,277.2","1,337.4","1,385.1","1,425.8","1,447.8","1,418.6","1,404.8","1,377.7","1,429.8","1,448.9","1,441.3","1,446.4","1,418.9","1,347.6"
7/29/2024,"1,280.8","1,231.7","1,201.8","1,168.7","1,163.6","1,206.7","1,256.2","1,465.6","1,565.7","1,642.6","1,693.7","1,733.3","1,763.4","1,783.7","1,781.1","1,756.2","1,695.3","1,602.5","1,624.0","1,642.7","1,626.6","1,527.8","1,489.9","1,403.0"
7/30/2024,"1,350.2","1,310.5","1,282.8","1,256.0","1,235.8","1,257.8","1,288.1","1,487.9","1,580.8","1,661.2","1,723.4","1,732.8","1,754.5","1,797.6","1,806.7","1,734.8","1,656.1","1,557.8","1,587.5","1,600.4","1,566.3","1,539.7","1,492.7","1,404.0"
7/31/2024,"1,339.9","1,286.7","1,227.9","1,214.8","1,191.6","1,216.4","1,285.7","1,409.6","1,489.9","1,554.0","1,571.6","1,597.2","1,640.0","1,680.8","1,687.1","1,698.6","1,637.3","1,563.1","1,550.2","1,562.6","1,551.0","1,541.5","1,503.6","1,422.0"
8/1/2024,"1,355.3","1,299.0","1,257.5","1,236.2","1,221.4","1,255.8","1,289.5","1,460.9","1,552.5","1,615.2","1,668.1","1,669.4","1,662.7","1,621.8","1,590.9","1,578.4","1,489.6","1,428.4","1,435.4","1,431.0","1,400.9","1,390.2","1,329.5","1,277.9"
8/2/2024,"1,207.1","1,153.9","1,126.0","1,097.2","1,084.2","1,137.6","1,170.3","1,335.4","1,437.6","1,507.2","1,580.4","1,617.8","1,619.8","1,675.8","1,681.5","1,689.9","1,618.6","1,498.3","1,501.3","1,511.8","1,488.4","1,455.3","1,390.6","1,348.8"
8/3/2024,"1,304.6","1,266.5","1,224.6","1,185.1","1,164.5","1,178.6","1,170.6","1,285.7","1,415.4","1,469.9","1,563.0","1,581.6","1,572.4","1,552.6","1,474.6","1,434.1","1,373.9","1,326.2","1,346.8","1,350.8","1,341.5","1,327.9","1,275.8","1,227.3"
8/4/2024,"1,178.1","1,150.3","1,114.5","1,086.0","1,075.0","1,063.6","1,036.7","1,080.6","1,142.0","1,206.8","1,297.1","1,340.5","1,398.1","1,396.2","1,402.7","1,410.0","1,402.4","1,374.5","1,420.7","1,471.4","1,469.4","1,459.6","1,434.1","1,400.1"
8/5/2024,"1,327.4","1,270.7","1,236.4","1,205.3","1,184.4","1,221.1","1,259.0","1,441.3","1,547.6","1,594.0","1,670.9","1,686.4","1,677.0","1,645.1","1,642.8","1,623.6","1,569.7","1,443.9","1,427.7","1,438.2","1,431.0","1,399.7","1,349.1","1,293.0"
8/6/2024,"1,287.8","1,222.4","1,182.5","1,160.7","1,162.7","1,216.0","1,231.9","1,371.4","1,462.9","1,518.2","1,572.8","1,601.8","1,584.8","1,604.7","1,636.0","1,610.8","1,564.9","1,420.2","1,432.8","1,454.0","1,434.4","1,417.9","1,367.9","1,305.3"
8/7/2024,"1,235.9","1,189.3","1,147.4","1,131.2","1,114.9","1,163.1","1,184.5","1,348.4","1,460.4","1,524.3","1,586.2","1,623.2","1,599.6","1,597.2","1,593.5","1,570.0","1,540.4","1,434.2","1,471.5","1,477.2","1,475.6","1,460.5","1,400.7","1,344.9"
8/8/2024,"1,284.3","1,253.0","1,216.8","1,179.6","1,175.9","1,209.8","1,244.9","1,423.4","1,497.8","1,540.9","1,571.1","1,590.8","1,619.9","1,674.4","1,701.7","1,678.1","1,606.0","1,500.3","1,537.1","1,533.0","1,491.5","1,481.3","1,431.9","1,371.7"
8/9/2024,"1,299.4","1,246.5","1,193.1","1,160.2","1,152.2","1,199.1","1,223.6","1,403.7","1,501.0","1,577.4","1,631.6","1,661.0","1,722.0","1,751.9","1,762.8","1,731.7","1,628.1","1,501.0","1,534.2","1,557.0","1,533.2","1,494.7","1,438.5","1,383.7"
8/10/2024,"1,322.0","1,260.4","1,220.9","1,182.3","1,161.7","1,170.5","1,174.7","1,285.2","1,378.5","1,428.7","1,468.9","1,464.2","1,443.3","1,466.3","1,487.3","1,458.0","1,448.3","1,421.4","1,444.1","1,456.8","1,446.9","1,430.4","1,382.1","1,340.7"
8/11/2024,"1,288.2","1,237.1","1,206.8","1,191.8","1,164.3","1,115.4","1,064.0","1,108.7","1,158.7","1,253.2","1,305.4","1,360.5","1,355.3","1,390.6","1,393.0","1,404.7","1,387.1","1,376.8","1,445.6","1,454.5","1,481.8","1,475.1","1,438.9","1,369.4"
8/12/2024,"1,307.4","1,245.5","1,207.9","1,162.3","1,144.2","1,184.0","1,244.8","1,436.7","1,552.5","1,618.8","1,671.6","1,686.3","1,686.4","1,740.8","1,761.2","1,748.7","1,647.6","1,511.0","1,518.1","1,520.8","1,513.0","1,487.0","1,445.3","1,376.9"
8/13/2024,"1,313.0","1,264.6","1,220.1","1,199.4","1,182.6","1,222.5","1,261.7","1,410.8","1,506.0","1,595.2","1,626.7","1,656.3","1,658.4","1,705.6","1,728.0","1,733.9","1,666.0","1,565.0","1,592.2","1,600.5","1,575.4","1,554.4","1,495.7","1,426.6"
8/14/2024,"1,354.0","1,288.8","1,252.8","1,213.3","1,191.2","1,220.5","1,223.0","1,409.4","1,548.0","1,632.1","1,708.8","1,739.0","1,729.2","1,789.9","1,791.1","1,729.8","1,664.9","1,563.2","1,547.2","1,572.8","1,565.7","1,537.4","1,498.1","1,429.2"
8/15/2024,"1,358.7","1,293.5","1,250.6","1,221.5","1,202.7","1,220.4","1,233.6","1,400.6","1,526.9","1,620.9","1,695.7","1,727.5","1,757.3","1,759.2","1,748.1","1,690.2","1,643.2","1,580.5","1,601.7","1,608.1","1,597.4","1,568.4","1,521.1","1,456.0"
8/16/2024,"1,371.5","1,311.6","1,262.5","1,228.5","1,206.0","1,224.4","1,266.9","1,462.9","1,550.1","1,596.9","1,648.4","1,716.3","1,714.2","1,763.7","1,780.8","1,739.6","1,694.0","1,564.4","1,783.0","1,563.8","1,520.8","1,499.1","1,462.2","1,395.8"
8/17/2024,"1,330.6","1,292.1","1,253.9","1,225.1","1,192.5","1,213.2","1,194.1","1,280.1","1,395.2","1,495.2","1,541.4","1,544.5","1,530.3","1,465.9","1,440.7","1,413.9","1,367.2","1,342.2","1,392.8","1,393.8","1,379.3","1,351.4","1,321.4","1,288.1"
8/18/2024,"1,246.7","1,204.9","1,164.0","1,134.7","1,109.3","1,098.1","1,053.9","1,114.3","1,181.7","1,234.3","1,300.9","1,345.6","1,374.0","1,403.0","1,428.4","1,395.3","1,367.2","1,356.8","1,442.8","1,438.3","1,443.7","1,448.6","1,410.2","1,343.2"
8/19/2024,"1,279.0","1,233.8","1,196.9","1,163.9","1,145.7","1,170.8","1,220.8","1,411.8","1,550.6","1,656.8","1,726.4","1,746.0","1,772.5","1,848.5","1,858.2","1,749.6","1,665.2","1,573.1","1,574.6","1,595.2","1,572.9","1,564.0","1,497.5","1,419.4"
8/20/2024,"1,359.3","1,305.3","1,264.6","1,233.0","1,207.5","1,240.0","1,257.3","1,431.1","1,550.9","1,588.0","1,649.0","1,681.4","1,708.9","1,768.3","1,799.7","1,718.3","1,609.4","1,502.5","1,517.3","1,524.9","1,535.6","1,537.4","1,494.8","1,412.3"
8/21/2024,"1,328.1","1,274.3","1,279.4","1,211.8","1,196.1","1,235.8","1,245.4","1,410.9","1,499.3","1,608.2","1,712.3","1,720.4","1,727.6","1,775.4","1,762.5","1,751.5","1,702.6","1,577.8","1,544.3","1,550.9","1,531.3","1,506.5","1,452.1","1,392.2"
8/22/2024,"1,298.5","1,241.5","1,199.3","1,181.5","1,160.2","1,181.5","1,210.3","1,380.7","1,456.9","1,509.9","1,513.4","1,533.1","1,534.7","1,535.0","1,539.9","1,543.9","1,503.7","1,419.3","1,475.5","1,473.7","1,475.6","1,451.5","1,369.6","1,312.6"
8/23/2024,"1,254.8","1,210.1","1,161.9","1,139.6","1,142.4","1,172.7","1,218.6","1,369.0","1,469.6","1,526.7","1,601.9","1,635.0","1,666.4","1,720.9","1,753.3","1,746.2","1,686.3","1,547.2","1,577.3","1,585.7","1,550.0","1,521.4","1,491.1","1,454.2"
8/24/2024,"1,385.3","1,295.3","1,273.2","1,243.4","1,219.7","1,215.5","1,205.9","1,302.9","1,407.1","1,477.0","1,528.7","1,559.4","1,533.7","1,536.5","1,456.4","1,406.6","1,383.8","1,375.7","1,417.3","1,418.6","1,402.5","1,364.7","1,324.1","1,275.6"
8/25/2024,"1,241.1","1,187.7","1,160.9","1,126.7","1,107.2","1,096.6","1,049.9","1,077.1","1,134.6","1,213.1","1,302.3","1,327.4","1,340.9","1,308.6","1,317.8","1,288.0","1,287.3","1,282.2","1,368.4","1,370.1","1,377.7","1,371.6","1,329.4","1,266.6"
8/26/2024,"1,216.3","1,167.8","1,123.3","1,087.7","1,094.4","1,144.3","1,171.2","1,332.8","1,441.0","1,493.2","1,546.0","1,580.6","1,577.6","1,613.1","1,598.8","1,591.6","1,527.2","1,424.5","1,467.9","1,465.9","1,440.8","1,424.9","1,360.4","1,292.8"
8/27/2024,"1,232.7","1,180.2","1,145.4","1,115.4","1,103.4","1,154.3","1,205.5","1,383.5","1,504.0","1,567.9","1,633.3","1,677.6","1,699.8","1,740.4","1,766.7","1,753.7","1,717.5","1,583.9","1,619.1","1,615.3","1,581.9","1,552.8","1,496.6","1,410.2"
8/28/2024,"1,323.4","1,262.0","1,221.4","1,189.4","1,166.3","1,205.3","1,236.1","1,430.0","1,552.7","1,634.7","1,727.4","1,761.2","1,792.9","1,822.4","1,860.7","1,862.3","1,793.5","1,682.7","1,708.4","1,706.9","1,702.9","1,657.1","1,606.7","1,506.1"
8/29/2024,"1,442.6","1,390.2","1,344.5","1,303.9","1,273.9","1,280.6","1,297.3","1,498.9","1,614.9","1,703.3","1,752.8","1,795.1","1,794.6","1,842.6","1,853.0","1,832.1","1,689.3","1,548.6","1,537.5","1,523.0","1,511.9","1,485.9","1,443.3","1,376.7"
8/30/2024,"1,306.9","1,265.2","1,221.3","1,186.0","1,165.2","1,224.2","1,254.4","1,431.6","1,527.3","1,595.1","1,650.6","1,663.2","1,691.2","1,736.9","1,753.2","1,766.8","1,716.1","1,575.5","1,630.3","1,623.2","1,607.9","1,576.8","1,532.8","1,476.8"
8/31/2024,"1,408.7","1,351.7","1,315.5","1,273.7","1,249.7","1,256.8","1,241.1","1,327.7","1,418.3","1,484.5","1,533.4","1,570.1","1,554.1","1,519.5","1,525.3","1,484.5","1,444.9","1,404.1","1,449.5","1,434.2","1,415.1","1,385.6","1,345.4","1,304.9"
9/1/2024,"1,272.8","1,236.9","1,203.7","1,165.6","1,145.3","1,133.7","1,106.4","1,120.1","1,196.8","1,257.5","1,295.9","1,350.1","1,365.6","1,274.3","1,257.7","1,243.5","1,229.6","1,237.5","1,314.5","1,311.0","1,333.3","1,324.1","1,284.4","1,226.9"
9/2/2024,"1,180.4","1,131.6","1,090.5","1,075.6","1,080.3","1,123.9","1,197.0","1,379.5","1,496.7","1,585.4","1,652.2","1,675.9","1,671.8","1,727.1","1,773.1","1,772.7","1,687.9","1,535.8","1,579.2","1,583.4","1,562.9","1,532.0","1,457.4","1,380.2"
9/3/2024,"1,311.0","1,252.1","1,209.4","1,187.3","1,164.8","1,210.1","1,236.4","1,444.1","1,562.4","1,628.6","1,687.9","1,722.5","1,743.2","1,765.6","1,761.1","1,705.7","1,649.3","1,544.3","1,598.1","1,605.5","1,585.9","1,569.9","1,501.2","1,416.0"
9/4/2024,"1,350.6","1,289.6","1,255.4","1,230.0","1,209.3","1,264.5","1,299.4","1,427.3","1,536.6","1,593.4","1,639.6","1,686.5","1,692.3","1,775.7","1,793.3","1,758.1","1,700.7","1,556.1","1,626.5","1,631.9","1,607.7","1,583.4","1,518.2","1,443.4"
9/5/2024,"1,354.8","1,290.0","1,268.9","1,233.4","1,218.4","1,244.1","1,272.7","1,458.8","1,573.7","1,648.1","1,720.7","1,748.4","1,752.7","1,808.5","1,814.3","1,808.3","1,743.3","1,632.6","1,660.9","1,669.2","1,652.8","1,611.9","1,554.0","1,486.4"
9/6/2024,"1,398.5","1,360.4","1,312.5","1,292.8","1,253.2","1,288.9","1,315.1","1,479.0","1,600.7","1,688.9","1,734.4","1,739.3","1,753.4","1,778.7","1,816.4","1,781.2","1,695.0","1,566.8","1,606.0","1,600.4","1,583.3","1,542.4","1,472.8","1,431.1"
9/7/2024,"1,358.7","1,302.3","1,263.3","1,238.3","1,222.8","1,230.5","1,237.1","1,316.5","1,415.3","1,479.4","1,515.3","1,539.0","1,539.6","1,545.7","1,555.6","1,557.3","1,503.5","1,468.4","1,529.0","1,526.3","1,500.7","1,461.2","1,418.9","1,373.0"
9/8/2024,"1,325.0","1,276.1","1,237.1","1,208.9","1,185.5","1,169.8","1,148.5","1,172.7","1,184.7","1,192.5","1,193.6","1,241.5","1,279.3","1,294.5","1,346.2","1,358.9","1,359.3","1,344.7","1,408.8","1,416.8","1,410.4","1,389.5","1,367.9","1,309.4"
9/9/2024,"1,257.9","1,240.2","1,202.3","1,174.7","1,170.9","1,223.8","1,261.6","1,431.2","1,570.3","1,654.1","1,719.4","1,770.9","1,791.1","1,824.0","1,795.3","1,748.3","1,668.6","1,580.8","1,488.3","1,376.5","1,352.0","1,530.4","1,506.8","1,429.7"
9/10/2024,"1,372.0","1,327.2","1,274.6","1,255.7","1,224.6","1,278.2","1,293.1","1,471.8","1,589.2","1,647.2","1,743.3","1,815.7","1,815.0","1,835.8","1,785.6","1,705.3","1,644.4","1,553.0","1,596.4","1,606.5","1,582.5","1,560.6","1,496.5","1,412.4"
9/11/2024,"1,369.2","1,311.8","1,276.4","1,243.3","1,227.7","1,258.6","1,302.9","1,460.1","1,543.6","1,589.7","1,665.1","1,724.0","1,774.9","1,791.0","1,809.9","1,752.9","1,603.6","1,516.5","1,590.7","1,595.6","1,551.8","1,524.0","1,459.1","1,408.5"
9/12/2024,"1,334.7","1,302.3","1,251.3","1,217.5","1,200.3","1,233.2","1,271.8","1,430.9","1,516.8","1,588.9","1,607.6","1,639.7","1,591.5","1,605.8","1,574.7","1,526.0","1,462.5","1,388.7","1,426.6","1,436.6","1,422.7","1,368.8","1,316.4","1,254.4"
9/13/2024,"1,192.7","1,159.4","1,128.0","1,101.8","1,097.2","1,131.8","1,182.8","1,370.6","1,468.1","1,556.9","1,623.5","1,664.4","1,688.4","1,732.0","1,751.6","1,757.1","1,713.2","1,599.0","1,610.4","1,596.2","1,579.9","1,563.9","1,493.9","1,437.1"
9/14/2024,"1,369.3","1,311.4","1,251.3","1,210.9","1,205.5","1,212.7","1,206.3","1,333.6","1,443.6","1,520.7","1,589.3","1,616.4","1,607.8","1,622.8","1,615.3","1,489.4","1,474.1","1,437.2","1,510.1","1,495.8","1,477.3","1,449.3","1,408.2","1,375.2"
9/15/2024,"1,315.1","1,268.6","1,226.3","1,199.7","1,170.2","1,156.6","1,121.3","1,164.7","1,223.0","1,271.7","1,328.6","1,399.1","1,419.3","1,455.2","1,466.5","1,440.1","1,428.1","1,425.8","1,497.6","1,501.5","1,509.5","1,498.0","1,469.1","1,427.8"
9/16/2024,"1,362.1","1,295.7","1,261.1","1,225.3","1,198.2","1,217.3","1,278.9","1,413.0","1,531.3","1,605.7","1,650.5","1,731.1","1,728.8","1,740.7","1,549.4","1,517.1","1,446.8","1,333.9","1,368.9","1,368.1","1,356.5","1,324.8","1,266.4","1,252.9"
9/17/2024,"1,343.6","1,285.5","1,243.9","1,211.8","1,188.5","1,226.8","1,259.5","1,412.5","1,498.9","1,537.2","1,569.0","1,597.0","1,606.8","1,731.2","1,743.2","1,709.0","1,635.0","1,569.0","1,563.3","1,549.0","1,533.6","1,516.1","1,472.3","1,414.3"
9/18/2024,"1,336.2","1,282.7","1,246.3","1,201.3","1,183.4","1,205.6","1,248.3","1,426.1","1,569.9","1,651.2","1,750.8","1,767.4","1,767.7","1,832.7","1,872.0","1,846.5","1,742.8","1,610.4","1,634.3","1,630.8","1,607.5","1,585.6","1,550.2","1,457.9"
9/19/2024,"1,385.9","1,324.0","1,285.3","1,250.2","1,227.7","1,246.5","1,294.6","1,457.2","1,604.8","1,673.6","1,716.6","1,714.8","1,684.7","1,668.5","1,659.9","1,617.3","1,557.1","1,458.7","1,493.4","1,492.0","1,469.0","1,429.8","1,378.9","1,330.5"
9/20/2024,"1,262.7","1,200.7","1,168.6","1,163.3","1,145.2","1,180.6","1,205.6","1,341.8","1,447.5","1,476.9","1,497.5","1,494.2","1,499.4","1,531.4","1,565.9","1,563.2","1,491.1","1,414.4","1,464.5","1,458.7","1,446.7","1,431.1","1,377.2","1,344.6"
9/21/2024,"1,298.5","1,251.3","1,220.8","1,196.6","1,177.5","1,176.5","1,174.5","1,275.4","1,377.1","1,454.5","1,518.6","1,539.5","1,503.4","1,476.0","1,486.4","1,426.8","1,406.2","1,366.0","1,445.1","1,440.2","1,419.4","1,383.2","1,332.0","1,282.8"
9/22/2024,"1,227.0","1,184.8","1,162.0","1,138.8","1,118.0","1,105.6","1,072.7","1,080.7","1,121.3","1,146.9","1,176.7","1,198.0","1,199.7","1,242.1","1,249.8","1,259.1","1,257.7","1,277.0","1,365.7","1,375.6","1,393.4","1,401.8","1,356.1","1,300.1"
9/23/2024,"1,253.7","1,209.2","1,183.9","1,134.2","1,140.6","1,180.3","1,201.6","1,398.4","1,494.5","1,572.3","1,587.5","1,578.2","1,600.7","1,633.0","1,654.5","1,640.2","1,594.0","1,480.4","1,483.4","1,474.4","1,430.6","1,391.5","1,347.4","1,290.6"
9/24/2024,"1,238.7","1,194.3","1,162.7","1,140.8","1,149.3","1,177.8","1,225.6","1,393.4","1,504.4","1,586.3","1,657.4","1,665.1","1,699.3","1,718.5","1,717.8","1,694.4","1,650.4","1,529.5","1,553.3","1,553.1","1,526.8","1,498.0","1,438.9","1,363.7"
