,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
3/29/2024,"1,366.1","1,307.9","1,269.4","1,219.1","1,192.1","1,159.5","1,128.0","1,116.6","1,155.7","1,182.8","1,218.0","1,231.4","1,257.9","1,287.7","1,305.3","1,315.3","1,303.3","1,273.9","1,332.7","1,355.7","1,368.0","1,371.1","1,339.1","1,308.7"
3/30/2024,"1,261.4","1,227.8","1,174.8","1,146.6","1,116.1","1,101.7","1,092.2","1,165.0","1,227.1","1,299.5","1,341.6","1,366.4","1,367.3","1,380.9","1,397.6","1,400.7","1,393.6","1,364.1","1,384.4","1,398.4","1,380.2","1,357.4","1,335.6","1,296.1"
3/31/2024,"1,253.1","1,222.9","1,196.5","1,163.6","1,144.1","1,126.8","1,102.5","1,125.2","1,162.5","1,195.0","1,244.8","1,291.1","1,345.8","1,364.9","1,378.6","1,380.7","1,378.8","1,357.0","1,403.4","1,433.1","1,454.3","1,454.3","1,421.9","1,355.3"
4/1/2024,"1,299.8","1,231.4","1,199.7","1,161.3","1,134.4","1,169.5","1,198.1","1,404.0","1,535.8","1,622.3","1,677.0","1,714.2","1,746.2","1,801.5","1,835.5","1,820.6","1,761.5","1,610.7","1,568.9","1,598.8","1,586.5","1,573.1","1,528.0","1,446.2"
4/2/2024,"1,363.0","1,305.2","1,250.8","1,211.8","1,182.3","1,212.4","1,225.0","1,405.2","1,514.0","1,590.2","1,677.2","1,705.4","1,737.4","1,781.9","1,789.5","1,789.2","1,725.3","1,589.9","1,571.5","1,585.4","1,573.9","1,567.5","1,516.3","1,453.4"
4/3/2024,"1,391.4","1,310.1","1,260.3","1,232.1","1,205.4","1,229.7","1,239.1","1,420.1","1,532.0","1,599.8","1,667.6","1,692.4","1,701.7","1,746.3","1,763.5","1,746.2","1,727.8","1,609.4","1,614.3","1,636.7","1,614.2","1,608.8","1,554.5","1,473.3"
4/4/2024,"1,380.4","1,332.2","1,282.2","1,254.1","1,237.3","1,259.1","1,268.3","1,429.7","1,528.1","1,585.8","1,641.8","1,671.1","1,683.5","1,690.7","1,686.6","1,695.4","1,597.5","1,491.1","1,548.0","1,563.3","1,562.7","1,538.5","1,512.2","1,422.9"
4/5/2024,"1,337.3","1,296.1","1,265.2","1,219.4","1,203.3","1,226.7","1,248.2","1,431.6","1,528.6","1,608.2","1,625.2","1,689.9","1,684.4","1,703.8","1,705.2","1,722.1","1,668.3","1,557.9","1,595.4","1,592.7","1,579.3","1,562.7","1,514.3","1,458.1"
4/6/2024,"1,383.3","1,335.6","1,291.5","1,242.2","1,231.2","1,220.2","1,206.8","1,294.1","1,414.8","1,518.3","1,555.1","1,594.5","1,596.4","1,611.9","1,598.7","1,548.2","1,487.7","1,462.9","1,545.4","1,545.4","1,528.5","1,522.6","1,496.6","1,443.7"
4/7/2024,"1,397.7","1,349.4","1,304.1","1,271.0","1,238.5","1,209.9","1,164.6","1,210.3","1,242.0","1,302.7","1,374.2","1,413.5","1,427.8","1,440.3","1,460.1","1,462.7","1,462.7","1,442.4","1,507.2","1,526.6","1,564.9","1,576.1","1,513.2","1,458.5"
4/8/2024,"1,403.4","1,344.5","1,299.1","1,257.1","1,238.8","1,263.9","1,284.5","1,478.5","1,620.0","1,700.3","1,777.2","1,798.7","1,818.1","1,851.7","1,848.0","1,784.6","1,710.8","1,598.7","1,602.0","1,622.6","1,636.9","1,585.1","1,555.1","1,480.5"
4/9/2024,"1,393.8","1,344.7","1,290.9","1,263.9","1,245.5","1,272.1","1,300.1","1,501.3","1,620.0","1,698.2","1,781.5","1,837.1","1,885.3","1,832.3","1,802.2","1,681.5","1,637.7","1,556.8","1,605.3","1,615.6","1,596.9","1,583.5","1,545.2","1,475.8"
4/10/2024,"1,403.0","1,348.4","1,299.0","1,264.0","1,266.5","1,290.7","1,310.9","1,495.3","1,608.7","1,679.2","1,739.5","1,765.8","1,796.0","1,837.1","1,857.5","1,809.5","1,740.9","1,617.5","1,593.9","1,611.0","1,607.3","1,593.5","1,547.3","1,491.4"
4/11/2024,"1,421.4","1,358.3","1,289.8","1,273.4","1,249.2","1,267.4","1,291.1","1,476.3","1,584.8","1,659.1","1,733.5","1,776.4","1,779.6","1,836.9","1,858.0","1,842.9","1,738.8","1,615.1","1,659.0","1,662.9","1,638.9","1,622.5","1,557.5","1,508.1"
4/12/2024,"1,422.3","1,369.6","1,309.3","1,283.0","1,234.0","1,246.4","1,259.6","1,453.1","1,578.2","1,643.6","1,701.6","1,745.0","1,753.8","1,798.2","1,802.7","1,803.5","1,749.3","1,605.1","1,610.0","1,617.5","1,582.4","1,570.5","1,521.2","1,489.2"
4/13/2024,"1,410.3","1,352.4","1,320.8","1,291.9","1,278.2","1,269.7","1,247.1","1,347.3","1,427.2","1,481.1","1,513.0","1,541.8","1,532.2","1,523.9","1,537.8","1,520.9","1,488.6","1,447.2","1,493.7","1,513.3","1,496.7","1,494.6","1,461.9","1,423.6"
4/14/2024,"1,378.6","1,333.8","1,288.7","1,236.2","1,206.0","1,199.3","1,137.3","1,179.0","1,233.0","1,287.9","1,344.1","1,378.3","1,409.2","1,419.3","1,429.0","1,436.2","1,426.8","1,410.3","1,455.8","1,484.6","1,481.6","1,507.9","1,489.1","1,436.8"
4/15/2024,"1,375.9","1,317.8","1,274.3","1,234.3","1,203.6","1,228.0","1,260.2","1,457.9","1,574.9","1,647.6","1,720.8","1,760.8","1,773.9","1,808.2","1,814.0","1,825.9","1,773.9","1,651.7","1,605.9","1,617.0","1,618.5","1,595.0","1,561.2","1,501.9"
4/16/2024,"1,375.9","1,317.8","1,274.3","1,234.3","1,203.6","1,228.0","1,260.2","1,457.9","1,574.9","1,647.6","1,720.8","1,760.8","1,773.9","1,808.2","1,814.0","1,825.9","1,773.9","1,651.7","1,605.9","1,617.0","1,618.5","1,595.0","1,561.2","1,501.9"
4/17/2024,"1,425.6","1,370.1","1,319.1","1,270.6","1,241.7","1,254.3","1,292.8","1,474.6","1,574.0","1,664.1","1,720.6","1,772.4","1,780.5","1,816.6","1,831.4","1,822.1","1,776.7","1,658.0","1,633.8","1,643.3","1,651.7","1,610.2","1,574.9","1,516.3"
4/18/2024,"1,428.5","1,393.6","1,342.6","1,282.1","1,256.5","1,269.5","1,288.8","1,444.4","1,553.2","1,650.9","1,715.6","1,756.7","1,761.7","1,817.1","1,821.8","1,836.4","1,777.3","1,666.2","1,637.9","1,644.4","1,648.6","1,620.2","1,563.1","1,490.7"
4/19/2024,"1,407.4","1,351.8","1,293.2","1,264.4","1,251.8","1,274.9","1,303.3","1,471.0","1,576.3","1,642.0","1,689.7","1,738.1","1,751.5","1,760.6","1,759.7","1,714.3","1,651.0","1,523.0","1,603.9","1,609.0","1,578.4","1,552.7","1,507.5","1,459.3"
4/20/2024,"1,388.5","1,335.6","1,289.8","1,266.0","1,241.2","1,230.7","1,220.3","1,325.3","1,429.9","1,507.2","1,566.3","1,602.6","1,594.6","1,592.2","1,602.6","1,601.5","1,573.4","1,552.0","1,575.8","1,595.4","1,562.7","1,516.8","1,488.2","1,432.6"
4/21/2024,"1,400.4","1,341.1","1,305.7","1,256.1","1,224.2","1,203.7","1,152.1","1,159.4","1,220.8","1,268.3","1,344.0","1,380.2","1,392.3","1,420.1","1,453.7","1,446.2","1,416.5","1,419.3","1,474.8","1,496.6","1,520.1","1,513.3","1,464.8","1,403.4"
4/22/2024,"1,330.3","1,267.9","1,226.5","1,191.0","1,167.6","1,194.1","1,240.7","1,434.5","1,537.5","1,627.6","1,664.4","1,688.1","1,727.4","1,752.1","1,726.0","1,685.5","1,622.1","1,490.0","1,528.8","1,541.3","1,537.6","1,529.3","1,486.4","1,431.4"
4/23/2024,"1,356.3","1,288.3","1,249.4","1,209.8","1,185.3","1,198.9","1,233.7","1,416.2","1,517.6","1,603.9","1,661.3","1,701.8","1,694.3","1,761.3","1,745.3","1,753.7","1,685.2","1,558.7","1,570.5","1,597.2","1,585.0","1,567.9","1,517.2","1,441.6"
4/24/2024,"1,386.9","1,322.2","1,288.4","1,256.1","1,233.9","1,244.8","1,291.9","1,451.2","1,564.9","1,643.2","1,655.0","1,698.6","1,721.1","1,760.1","1,792.8","1,799.6","1,745.2","1,594.8","1,622.8","1,624.0","1,613.7","1,590.5","1,543.7","1,485.2"
4/25/2024,"1,410.6","1,349.8","1,306.9","1,269.6","1,247.0","1,265.1","1,282.6","1,408.4","1,505.6","1,564.8","1,628.1","1,634.7","1,602.1","1,606.5","1,618.4","1,603.9","1,525.6","1,436.5","1,464.2","1,465.3","1,446.5","1,425.0","1,383.7","1,338.4"
4/26/2024,"1,270.6","1,241.7","1,207.8","1,190.5","1,168.4","1,199.9","1,231.0","1,383.8","1,466.4","1,521.8","1,584.9","1,601.0","1,585.2","1,634.5","1,666.9","1,662.6","1,593.8","1,478.0","1,519.0","1,519.8","1,493.9","1,460.5","1,424.5","1,377.3"
4/27/2024,"1,319.8","1,282.8","1,248.5","1,205.9","1,191.8","1,190.4","1,172.0","1,284.7","1,383.2","1,463.9","1,517.1","1,563.8","1,541.6","1,548.2","1,550.9","1,511.1","1,498.9","1,445.5","1,508.3","1,501.2","1,477.7","1,464.4","1,429.5","1,367.0"
4/28/2024,"1,301.7","1,260.9","1,212.6","1,188.6","1,177.8","1,153.3","1,114.0","1,145.5","1,194.1","1,243.7","1,321.3","1,331.9","1,328.8","1,311.8","1,338.7","1,288.0","1,278.0","1,279.0","1,361.3","1,380.9","1,387.3","1,378.9","1,345.2","1,286.0"
4/29/2024,"1,236.3","1,188.0","1,152.9","1,128.2","1,109.7","1,144.0","1,202.6","1,362.4","1,469.0","1,531.8","1,585.2","1,615.6","1,646.7","1,647.6","1,631.2","1,627.3","1,604.5","1,462.2","1,507.2","1,534.6","1,528.0","1,501.0","1,455.5","1,388.0"
4/30/2024,"1,317.8","1,257.4","1,209.5","1,191.3","1,157.8","1,174.5","1,212.5","1,400.2","1,483.7","1,579.7","1,625.1","1,654.6","1,692.7","1,737.6","1,740.4","1,708.5","1,649.8","1,572.2","1,599.8","1,581.5","1,556.6","1,526.3","1,493.8","1,424.9"
5/1/2024,"1,359.5","1,309.9","1,260.2","1,221.8","1,191.3","1,179.8","1,142.9","1,196.1","1,253.9","1,290.9","1,361.3","1,394.8","1,423.8","1,445.4","1,452.4","1,462.9","1,442.9","1,398.4","1,455.8","1,498.2","1,513.5","1,519.4","1,480.6","1,417.2"
5/2/2024,"1,344.1","1,296.0","1,249.1","1,230.3","1,201.3","1,211.7","1,247.6","1,463.0","1,558.2","1,638.8","1,705.3","1,731.5","1,770.3","1,784.0","1,795.6","1,779.6","1,699.8","1,622.5","1,625.1","1,621.4","1,617.2","1,587.9","1,545.6","1,464.8"
5/3/2024,"1,393.2","1,341.5","1,282.0","1,242.5","1,217.5","1,226.4","1,263.4","1,463.1","1,575.7","1,656.4","1,725.5","1,733.3","1,749.6","1,786.2","1,776.8","1,791.5","1,742.8","1,637.1","1,624.1","1,629.1","1,613.6","1,566.1","1,528.7","1,468.2"
5/4/2024,"1,398.1","1,347.4","1,293.6","1,248.9","1,224.9","1,205.5","1,184.1","1,272.7","1,405.2","1,466.1","1,545.3","1,558.4","1,547.8","1,556.8","1,566.4","1,571.7","1,549.8","1,499.4","1,528.7","1,542.5","1,514.8","1,494.8","1,460.9","1,411.2"
5/5/2024,"1,347.4","1,283.1","1,239.4","1,197.7","1,169.1","1,150.7","1,092.2","1,100.3","1,129.9","1,173.1","1,231.8","1,293.2","1,303.9","1,326.1","1,349.7","1,381.8","1,411.5","1,414.4","1,442.4","1,448.2","1,446.8","1,436.5","1,425.4","1,392.8"
5/6/2024,"1,331.3","1,282.0","1,236.0","1,209.5","1,194.6","1,210.8","1,267.0","1,448.0","1,561.4","1,616.1","1,694.1","1,764.6","1,808.3","1,830.0","1,841.3","1,842.1","1,782.0","1,635.5","1,652.5","1,649.3","1,650.0","1,633.9","1,596.8","1,514.2"
5/7/2024,"1,456.6","1,390.3","1,342.3","1,306.5","1,268.6","1,275.2","1,289.3","1,477.1","1,571.3","1,673.8","1,713.0","1,762.6","1,773.4","1,812.5","1,807.3","1,771.5","1,730.6","1,629.2","1,640.1","1,638.2","1,628.2","1,613.3","1,572.4","1,498.4"
5/8/2024,"1,394.2","1,335.2","1,289.8","1,251.5","1,224.4","1,246.3","1,266.5","1,460.4","1,557.0","1,630.0","1,688.0","1,690.1","1,646.7","1,665.1","1,673.5","1,679.7","1,616.7","1,507.0","1,538.9","1,539.1","1,523.7","1,485.1","1,429.9","1,370.4"
5/9/2024,"1,296.0","1,252.0","1,217.0","1,196.4","1,179.5","1,207.4","1,245.7","1,403.9","1,515.3","1,626.7","1,664.3","1,710.7","1,713.0","1,733.2","1,748.7","1,726.8","1,629.6","1,532.3","1,575.7","1,590.6","1,576.2","1,569.6","1,531.8","1,441.2"
5/10/2024,"1,377.9","1,324.9","1,283.3","1,260.2","1,234.3","1,254.0","1,278.8","1,471.6","1,574.1","1,692.7","1,733.5","1,770.2","1,761.4","1,836.5","1,856.0","1,857.4","1,763.1","1,620.4","1,642.1","1,646.9","1,623.3","1,592.7","1,534.7","1,483.9"
5/11/2024,"1,405.9","1,348.3","1,311.1","1,268.1","1,245.6","1,244.7","1,233.5","1,328.8","1,477.0","1,565.8","1,593.8","1,618.9","1,623.0","1,608.1","1,612.0","1,603.4","1,581.9","1,539.0","1,561.8","1,564.0","1,542.2","1,522.3","1,476.4","1,400.2"
5/12/2024,"1,347.9","1,300.7","1,277.5","1,237.4","1,221.0","1,184.0","1,137.9","1,177.1","1,238.9","1,305.3","1,363.9","1,422.2","1,417.3","1,459.4","1,414.6","1,454.6","1,447.7","1,438.1","1,497.4","1,526.8","1,548.7","1,545.9","1,504.8","1,434.6"
5/13/2024,"1,363.6","1,294.4","1,248.0","1,212.6","1,189.2","1,223.3","1,276.1","1,466.2","1,595.2","1,675.6","1,744.3","1,800.0","1,800.3","1,812.2","1,796.7","1,771.0","1,702.6","1,564.7","1,612.5","1,613.2","1,604.4","1,591.2","1,563.5","1,483.2"
5/14/2024,"1,399.7","1,338.6","1,315.1","1,276.9","1,243.1","1,259.2","1,278.4","1,496.6","1,614.4","1,702.2","1,743.6","1,768.8","1,771.5","1,798.9","1,757.9","1,682.4","1,570.4","1,472.6","1,500.6","1,486.6","1,474.4","1,456.1","1,409.0","1,356.8"
5/15/2024,"1,281.3","1,232.0","1,196.1","1,167.4","1,159.3","1,190.1","1,226.6","1,390.2","1,503.7","1,582.1","1,635.1","1,651.6","1,658.4","1,644.0","1,676.0","1,661.4","1,624.1","1,516.4","1,552.3","1,517.0","1,501.6","1,468.6","1,429.9","1,343.2"
5/16/2024,"1,340.2","1,281.7","1,243.6","1,209.0","1,192.4","1,210.2","1,253.3","1,434.7","1,484.3","1,581.8","1,630.5","1,657.0","1,680.7","1,728.4","1,736.6","1,723.9","1,678.9","1,566.0","1,607.3","1,606.9","1,591.4","1,572.0","1,516.5","1,442.4"
5/17/2024,"1,362.5","1,281.9","1,253.3","1,223.4","1,204.9","1,223.9","1,251.0","1,424.3","1,512.2","1,580.4","1,643.0","1,657.8","1,685.8","1,769.6","1,736.5","1,757.8","1,729.3","1,637.8","1,675.3","1,691.1","1,674.4","1,656.5","1,611.6","1,541.7"
5/18/2024,"1,471.2","1,415.7","1,360.5","1,322.5","1,285.5","1,276.8","1,261.3","1,364.8","1,476.9","1,574.5","1,629.9","1,671.7","1,611.9","1,560.0","1,524.0","1,476.3","1,458.4","1,437.4","1,489.2","1,509.1","1,494.0","1,474.2","1,448.0","1,408.5"
5/19/2024,"1,362.2","1,316.2","1,281.3","1,255.0","1,219.9","1,205.7","1,150.9","1,177.9","1,214.4","1,261.4","1,340.3","1,387.4","1,441.8","1,478.1","1,472.8","1,499.5","1,490.1","1,475.6","1,510.6","1,566.6","1,600.1","1,590.8","1,545.9","1,487.9"
5/20/2024,"1,429.4","1,369.6","1,330.5","1,296.7","1,275.8","1,285.3","1,350.2","1,522.4","1,655.0","1,721.1","1,753.3","1,779.6","1,691.5","1,656.4","1,634.4","1,591.8","1,564.7","1,477.9","1,513.5","1,514.8","1,507.1","1,478.9","1,440.6","1,377.8"
5/21/2024,"1,294.2","1,239.9","1,231.2","1,201.8","1,181.7","1,224.8","1,263.1","1,454.4","1,551.3","1,623.7","1,670.4","1,694.5","1,722.0","1,753.4","1,761.6","1,720.5","1,651.2","1,537.8","1,570.0","1,557.8","1,546.3","1,530.3","1,483.4","1,410.9"
5/22/2024,"1,347.4","1,288.8","1,251.1","1,228.6","1,213.3","1,231.3","1,260.2","1,439.7","1,533.7","1,611.2","1,704.8","1,718.3","1,729.8","1,733.2","1,728.3","1,707.0","1,646.2","1,538.0","1,537.1","1,558.9","1,538.8","1,493.9","1,443.8","1,373.1"
5/23/2024,"1,318.6","1,275.1","1,242.5","1,207.9","1,196.5","1,227.3","1,262.9","1,422.4","1,509.0","1,567.4","1,628.9","1,644.1","1,635.9","1,713.8","1,711.3","1,710.7","1,643.3","1,539.5","1,583.0","1,587.4","1,565.4","1,553.8","1,493.6","1,431.4"
5/24/2024,"1,352.2","1,299.5","1,256.8","1,224.8","1,198.1","1,217.5","1,248.1","1,393.5","1,482.1","1,525.9","1,592.0","1,622.6","1,665.9","1,738.4","1,750.5","1,736.7","1,665.2","1,553.9","1,577.9","1,590.9","1,574.2","1,535.3","1,509.8","1,442.7"
5/25/2024,"1,387.2","1,330.9","1,283.8","1,257.1","1,222.9","1,213.6","1,208.2","1,317.3","1,423.6","1,505.4","1,558.8","1,554.2","1,501.8","1,457.3","1,455.5","1,441.8","1,432.0","1,414.5","1,459.9","1,470.2","1,452.9","1,432.5","1,384.4","1,337.3"
5/26/2024,"1,285.1","1,234.6","1,200.4","1,169.8","1,141.2","1,118.0","1,081.1","1,141.5","1,190.4","1,265.9","1,353.0","1,376.5","1,411.0","1,446.7","1,482.2","1,485.5","1,404.2","1,369.8","1,460.7","1,485.3","1,515.6","1,510.1","1,467.9","1,402.4"
5/27/2024,"1,339.1","1,278.0","1,237.9","1,207.9","1,192.5","1,212.4","1,265.6","1,435.6","1,562.8","1,607.1","1,590.7","1,587.0","1,569.4","1,582.0","1,586.5","1,561.8","1,496.4","1,410.6","1,445.7","1,444.6","1,430.2","1,386.2","1,328.4","1,271.3"
5/28/2024,"1,221.8","1,177.1","1,149.6","1,129.5","1,118.5","1,152.2","1,200.2","1,380.1","1,505.4","1,578.0","1,616.2","1,671.4","1,696.3","1,747.0","1,778.2","1,770.0","1,671.6","1,545.3","1,558.4","1,568.1","1,549.7","1,511.8","1,459.7","1,385.4"
5/29/2024,"1,319.4","1,271.0","1,222.6","1,188.1","1,183.1","1,195.9","1,240.3","1,412.7","1,507.0","1,607.5","1,640.6","1,690.1","1,717.6","1,753.6","1,783.4","1,791.2","1,726.5","1,614.0","1,595.1","1,621.2","1,614.5","1,595.7","1,542.9","1,476.4"
5/30/2024,"1,403.9","1,341.0","1,301.6","1,282.3","1,245.5","1,257.3","1,287.6","1,432.9","1,506.2","1,566.7","1,615.4","1,653.3","1,673.8","1,697.9","1,706.8","1,696.2","1,644.4","1,526.8","1,510.7","1,501.0","1,477.8","1,453.3","1,413.4","1,346.0"
5/31/2024,"1,286.0","1,232.3","1,193.6","1,166.4","1,153.3","1,172.3","1,205.4","1,386.5","1,485.5","1,540.5","1,606.5","1,659.2","1,675.1","1,719.7","1,739.7","1,734.2","1,666.8","1,559.4","1,597.6","1,603.4","1,583.0","1,564.4","1,509.4","1,449.6"
6/1/2024,"1,373.9","1,327.1","1,276.5","1,233.5","1,190.5","1,186.6","1,204.8","1,286.8","1,419.9","1,509.6","1,579.1","1,615.9","1,611.1","1,629.0","1,655.5","1,637.8","1,630.3","1,619.2","1,549.7","1,562.9","1,547.2","1,527.7","1,492.1","1,453.5"
6/2/2024,"1,385.2","1,335.9","1,297.4","1,263.8","1,237.5","1,214.6","1,153.7","1,201.9","1,248.8","1,318.8","1,373.5","1,450.4","1,496.0","1,515.7","1,548.1","1,537.8","1,526.1","1,475.9","1,559.3","1,600.4","1,626.7","1,612.5","1,566.3","1,487.1"
6/3/2024,"1,427.3","1,364.1","1,314.7","1,291.4","1,262.8","1,276.4","1,303.0","1,512.2","1,630.3","1,684.9","1,721.9","1,738.0","1,774.7","1,777.1","1,753.2","1,687.3","1,603.5","1,504.7","1,520.5","1,534.8","1,510.4","1,477.2","1,420.1","1,361.4"
6/4/2024,"1,278.1","1,227.6","1,198.2","1,173.1","1,160.5","1,181.4","1,227.6","1,432.4","1,555.2","1,631.9","1,680.6","1,720.7","1,762.8","1,814.5","1,840.9","1,820.3","1,725.6","1,611.9","1,547.8","1,543.3","1,522.5","1,498.9","1,443.4","1,377.5"
6/5/2024,"1,303.0","1,256.9","1,223.5","1,190.5","1,168.2","1,203.2","1,251.7","1,420.4","1,534.1","1,601.2","1,630.8","1,627.9","1,628.4","1,684.9","1,686.3","1,680.3","1,607.2","1,521.1","1,572.5","1,572.4","1,552.5","1,530.6","1,484.3","1,422.1"
6/6/2024,"1,350.5","1,308.9","1,257.9","1,198.1","1,191.9","1,227.3","1,270.5","1,443.9","1,520.1","1,552.7","1,572.6","1,580.6","1,610.2","1,621.1","1,631.6","1,617.7","1,549.9","1,467.0","1,506.5","1,508.3","1,486.6","1,465.5","1,425.5","1,364.8"
6/7/2024,"1,301.4","1,258.2","1,213.1","1,188.1","1,167.5","1,192.1","1,260.7","1,446.3","1,516.5","1,594.3","1,635.8","1,686.5","1,694.9","1,741.3","1,761.5","1,754.9","1,674.1","1,551.7","1,601.9","1,607.1","1,582.3","1,550.0","1,506.7","1,446.2"
6/8/2024,"1,361.1","1,332.5","1,282.2","1,244.2","1,211.6","1,223.5","1,211.8","1,321.3","1,439.2","1,502.9","1,555.2","1,573.2","1,565.3","1,576.9","1,567.8","1,602.1","1,535.1","1,498.2","1,540.9","1,554.1","1,536.2","1,516.2","1,480.5","1,438.4"
6/9/2024,"1,357.8","1,312.2","1,272.0","1,200.6","1,190.9","1,175.9","1,144.5","1,153.9","1,206.2","1,252.9","1,313.0","1,321.8","1,299.5","1,314.0","1,342.2","1,341.6","1,336.6","1,326.4","1,396.2","1,410.0","1,423.1","1,417.8","1,398.2","1,334.0"
6/10/2024,"1,280.0","1,225.7","1,191.3","1,159.8","1,121.3","1,162.3","1,225.8","1,399.1","1,496.6","1,572.7","1,639.2","1,663.2","1,693.7","1,749.0","1,754.2","1,712.4","1,628.7","1,506.7","1,495.5","1,499.3","1,464.3","1,434.5","1,394.5","1,331.2"
6/11/2024,"1,255.9","1,203.1","1,163.8","1,133.7","1,117.6","1,147.0","1,201.1","1,349.7","1,427.1","1,468.1","1,485.2","1,530.0","1,559.1","1,622.8","1,610.6","1,588.0","1,537.9","1,450.6","1,506.9","1,500.1","1,492.3","1,476.9","1,422.9","1,361.4"
6/12/2024,"1,287.7","1,246.1","1,192.2","1,158.6","1,157.6","1,167.4","1,225.3","1,399.5","1,498.1","1,550.5","1,621.7","1,689.7","1,732.0","1,726.4","1,717.2","1,670.8","1,621.9","1,530.1","1,561.4","1,577.1","1,574.5","1,534.4","1,474.3","1,435.1"
6/13/2024,"1,345.1","1,283.6","1,242.2","1,213.0","1,196.3","1,213.7","1,240.3","1,440.4","1,536.9","1,622.8","1,683.3","1,695.3","1,688.9","1,639.6","1,610.3","1,570.8","1,523.5","1,428.2","1,449.9","1,442.8","1,420.6","1,408.1","1,347.6","1,311.6"
6/14/2024,"1,257.4","1,203.8","1,168.5","1,136.3","1,131.8","1,162.8","1,213.7","1,352.0","1,457.9","1,574.0","1,604.4","1,620.2","1,609.9","1,615.9","1,611.5","1,594.4","1,529.7","1,432.9","1,479.6","1,471.3","1,448.1","1,408.7","1,357.9","1,312.9"
6/15/2024,"1,263.0","1,217.8","1,173.4","1,141.5","1,130.9","1,143.4","1,135.8","1,216.6","1,305.8","1,373.3","1,411.1","1,420.3","1,377.1","1,373.4","1,375.3","1,348.0","1,320.9","1,300.7","1,352.4","1,366.7","1,345.7","1,327.1","1,296.9","1,252.4"
6/16/2024,"1,213.6","1,178.3","1,154.9","1,122.1","1,105.6","1,103.9","1,063.9","1,087.0","1,157.8","1,184.4","1,210.8","1,230.0","1,230.1","1,221.0","1,210.7","1,204.7","1,214.8","1,226.9","1,290.3","1,308.3","1,307.3","1,305.5","1,276.0","1,232.5"
6/17/2024,"1,200.3","1,147.0","1,107.4","1,097.4","1,096.2","1,131.2","1,192.9","1,372.1","1,460.2","1,557.9","1,636.4","1,642.1","1,687.2","1,747.1","1,765.6","1,782.2","1,707.7","1,599.9","1,618.9","1,608.0","1,597.3","1,560.9","1,486.7","1,432.1"
6/18/2024,"1,353.3","1,294.5","1,252.4","1,221.3","1,206.9","1,230.3","1,251.7","1,434.8","1,512.8","1,537.8","1,572.3","1,612.3","1,645.0","1,717.3","1,718.1","1,654.8","1,565.1","1,480.6","1,479.3","1,486.8","1,464.9","1,454.2","1,389.9","1,323.8"
6/19/2024,"1,254.1","1,213.5","1,170.4","1,146.2","1,118.9","1,137.9","1,188.1","1,359.9","1,462.0","1,523.8","1,554.4","1,572.7","1,558.5","1,562.4","1,563.0","1,555.3","1,524.2","1,443.0","1,478.2","1,490.8","1,478.6","1,461.1","1,401.8","1,326.7"
6/20/2024,"1,236.1","1,211.2","1,182.4","1,153.6","1,135.9","1,164.7","1,193.8","1,346.9","1,401.8","1,415.7","1,471.7","1,508.9","1,559.1","1,628.6","1,661.2","1,653.8","1,603.5","1,494.1","1,559.2","1,559.7","1,544.9","1,522.7","1,453.6","1,390.0"
6/21/2024,"1,319.3","1,263.3","1,202.8","1,161.9","1,154.6","1,178.1","1,241.8","1,407.3","1,486.9","1,557.9","1,649.2","1,666.7","1,692.2","1,724.2","1,783.0","1,745.6","1,656.8","1,526.9","1,543.6","1,550.9","1,518.5","1,478.9","1,423.3","1,366.6"
6/22/2024,"1,298.2","1,255.1","1,219.3","1,204.7","1,181.2","1,193.3","1,186.1","1,264.3","1,321.9","1,353.3","1,413.9","1,408.8","1,373.6","1,339.6","1,317.4","1,298.1","1,298.0","1,301.3","1,371.2","1,380.6","1,369.5","1,327.4","1,285.5","1,236.1"
6/23/2024,"1,183.1","1,142.3","1,110.8","1,098.7","1,069.6","1,051.7","1,018.1","1,043.6","1,111.1","1,180.1","1,226.6","1,274.5","1,302.3","1,332.9","1,352.8","1,364.8","1,361.5","1,347.3","1,433.2","1,472.7","1,495.4","1,480.5","1,423.4","1,365.5"
6/24/2024,"1,306.4","1,252.1","1,211.4","1,181.8","1,166.8","1,191.6","1,245.6","1,428.5","1,508.2","1,613.9","1,652.8","1,690.9","1,689.8","1,726.1","1,766.7","1,737.2","1,682.3","1,577.8","1,579.9","1,582.1","1,554.6","1,543.8","1,476.7","1,420.2"
6/25/2024,"1,346.4","1,302.5","1,254.2","1,228.9","1,200.9","1,221.1","1,221.5","1,415.1","1,534.0","1,595.0","1,657.9","1,693.1","1,726.5","1,760.5","1,750.9","1,694.7","1,633.7","1,546.7","1,542.8","1,565.6","1,555.4","1,519.8","1,413.2","1,332.3"
6/26/2024,"1,270.4","1,210.6","1,169.2","1,138.9","1,146.1","1,157.2","1,199.9","1,347.1","1,444.0","1,499.7","1,572.0","1,615.5","1,652.3","1,674.0","1,698.5","1,678.9","1,614.4","1,488.6","1,459.0","1,400.0","1,389.6","1,352.0","1,297.7","1,231.6"
